TREE_COLORS
SEPARATOR TAB
DATA
Vibrio_tapetis_CECT4600	range	#e1545c	tapetis
Vibrio_tasmaniensis_LGP32	range	#d2fb00	tasmaniensis
Vibrio_tubiashii_ATCC_19109	range	#ff0a84	tubiashii
Vibrio_vulnificus_FORC_053	range	#ff930c	vulnificus
Vibrio_vulnificus_FORC_036	range	#ff930c	vulnificus
Vibrio_vulnificus_YJ016	range	#ff930c	vulnificus
Vibrio_vulnificus_FORC_017	range	#ff930c	vulnificus
Vibrio_vulnificus_MO6_24_O	range	#ff930c	vulnificus
Vibrio_vulnificus_FORC_054	range	#ff930c	vulnificus
Vibrio_vulnificus_VV2014DJH	range	#ff930c	vulnificus
Vibrio_vulnificus_FORC_037	range	#ff930c	vulnificus
Vibrio_vulnificus_93U204	range	#ff930c	vulnificus
Vibrio_vulnificus_ATL_6_1306	range	#ff930c	vulnificus
Vibrio_vulnificus_FORC_009	range	#ff930c	vulnificus
Vibrio_vulnificus_FORC_077	range	#ff930c	vulnificus
Vibrio_vulnificus_FORC_016	range	#ff930c	vulnificus
Vibrio_vulnificus_CMCP6	range	#ff930c	vulnificus
Vibrio_vulnificus_CECT_4999	range	#ff930c	vulnificus
Vibrio_vulnificus_Env1	range	#ff930c	vulnificus
Vibrio_vulnificus_ATCC_27562	range	#ff930c	vulnificus
